Agriculture ,Futures,CBOT,Mini-sized Soybean Futures,XK,XK,Outright,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,Leveling,0.09750,0.05000,0.09750,0.30000,No,"1,000",117,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized Soybean Futures,XK-XK,XK,SP,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,FIFO,0.09750,0.05000,0.09750,0.30000,No,"2,500",117,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized Soybean Futures,XK:BF,XK,BF,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,Leveling,0.04000,0.02000,0.04000,0.30000,No,"2,500",117,1,70,340,0.10000
Agriculture ,Futures,CBOT,Micro Soybean Futures,MZS,ZS,Outright,"Yes, Note 1",0.0050,$2.50,K,100%,1,100,40%,60%,1,Leveling,10.0,5.0,10.0,15.0,No,"1,999",117,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized Soybean Futures,MZS-MZS,ZS,SP,"Yes, Note 1",0.005,$2.50,K,100%,1,100,40%,60%,1,FIFO,2.5,1.5,2.5,15.0,No,"10,000",117,1,70,340,0.10000
Agriculture ,Futures,CBOT,Soybean TAS,SBT,TA,Outright,No,0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0200,0.0100,,,No,"1,999",117,1,70,340,0.0000
Agriculture ,Futures,CBOT,Soybean TAS,SBT-SBT,TA,EC,No,0.0025,$12.50,K,100%,1,100,40%,60%,1,FIFO,0.0200,0.0100,,,No,"1,999",117,1,70,340,0.0000
Agriculture ,Futures,CBOT,Soybean Meal Futures,ZM,ZS,Outright,"Yes, Note 1",0.1,$10.00,K,100%,1,400,40%,60%,1,Leveling,7.9,4.0,7.9,23.7,No,"1,000",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Soybean Meal Futures,ZM-ZM,ZS,SP,"Yes, Note 1",0.1,$10.00,K,100%,1,600,40%,60%,1,FIFO,2.0,0.1,2.0,12.0,No,"2,500",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Soybean Meal Futures,ZM:BF,ZS,BF,"Yes, Note 1",0.1,$10.00,K,100%,1,100,40%,60%,1,Leveling,3.5,2.0,3.5,10.5,No,"2,500",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Soybean Meal Futures,ZM:CF,ZS,CF,No,0.1,$10.00,K,100%,1,100,40%,60%,1,Leveling,1.0,0.3,1.0,3.0,No,"2,500",117,1,70,340,0.5
Agriculture ,Futures,CBOT,Micro Soybean Meal,ZM-MZM,ZS,AE,"Yes, Note 1",0.2,$2.00,K,100%,1,100,40%,60%,1,Leveling,20,10,20,120,No,"2,500",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Micro Soybean Meal Futures,MZM,ZS,Outright,"Yes, Note 1",0.2,$2.00,K,100%,1,400,40%,60%,1,Leveling,80,40,80,238,No,"1,000",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Micro Soybean Meal,MZM-MZM,ZS,SP,"Yes, Note 1",0.2,$2.00,K,100%,1,600,40%,60%,1,FIFO,20,10,20,120,No,"2,500",117,1,70,340,8.0
Agriculture ,Futures,CBOT,Soybean Meal TAS,ZMT,TA,Outright,No,0.1,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.8,0.4,,,No,"1,000",117,1,70,340,0.0
Agriculture ,Futures,CBOT,Soybean Meal TAS,ZMT-ZMT,TA,EC,No,0.1,$10.00,K,100%,1,100,40%,60%,1,FIFO,0.8,0.4,,,No,"1,000",117,1,70,340,0.0
Agriculture ,Futures,CBOT,Soybean Oil Futures,ZL,ZS,Outright,"Yes, Note 1",0.0001,$6.00,K,100%,1,400,40%,60%,1,Leveling,0.0079,0.0040,0.0079,0.0237,No,"1,000",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Soybean Oil Futures,ZL-ZL,ZS,SP,"Yes, Note 1",0.0001,$6.00,K,100%,1,600,40%,60%,1,FIFO,0.0020,0.0010,0.0020,0.0120,No,"2,500",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Soybean Oil Futures,ZL:BF,ZS,BF,"Yes, Note 1",0.0001,$6.00,K,100%,1,100,40%,60%,1,Leveling,0.0035,0.0020,0.0035,0.0105,No,"2,500",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Soybean Oil Futures,ZL:CF,ZS,CF,No,0.0001,$6.00,K,100%,1,100,40%,60%,1,Leveling,0.0010,0.0003,0.0010,0.0030,No,"2,500",117,1,70,340,0.0005
Agriculture ,Futures,CBOT,Micro Soybean Oil,ZL-MZL,ZS,AE,"Yes, Note 1",0.02,$1.20,K,100%,1,100,40%,60%,1,Leveling,20,10,20,120,No,"2,500",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Micro Soybean Oil Futures,MZL,ZS,Outright,"Yes, Note 1",0.02,$1.20,K,100%,1,400,40%,60%,1,Leveling,80,40,80,238,No,"1,000",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Micro Soybean Oil,MZL-MZL,ZS,SP,"Yes, Note 1",0.02,$1.20,K,100%,1,600,40%,60%,1,FIFO,20,10,20,120,No,"2,500",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Soybean Oil TAS,ZLT,TA,Outright,No,0.0001,$6.00,K,100%,1,100,40%,60%,1,Leveling,0.0008,0.0004,,,No,"1,000",117,1,70,340,0.0000
Agriculture ,Futures,CBOT,Soybean Oil TAS,ZLT-ZLT,TA,EC,No,0.0001,$6.00,K,100%,1,100,40%,60%,1,FIFO,0.0008,0.0004,,,No,"1,000",117,1,70,340,0.0000
Agriculture ,Futures,CBOT,Soybean Oilshare Futures,OSF,ZL,Outright,"Yes, Note 1",0.025,$10.00,F,100%,1,,,,,,1000,500,1000,2000,No,"1,000",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Soybean Oilshare Futures,OSF-OSF,ZL,SP,"Yes, Note 1",0.025,$10.00,F,100%,1,,,,,,500,250,500,100,No,"2,500",117,1,70,340,0.0080
Agriculture ,Futures,CBOT,Wheat Futures,ZW,ZW ,Outright,"Yes, Note 1",0.0025,$12.50,K,100%,1,500,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"1,999",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Wheat Futures,ZW-ZW,ZW ,SP,"Yes, Note 1",0.0025,$12.50,K,100%,1,3000,40%,60%,1,FIFO,0.0250,0.0130,0.0250,0.1500,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Wheat Futures,ZW:BF,ZW ,BF,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0400,0.0200,0.0400,0.1200,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Wheat Futures,ZW:CF,ZW ,CF,No,0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0250,0.0075,0.0250,0.0750,No,"2,500",111,1,70,340,0.0125
Agriculture ,Futures,CBOT,Micro Wheat Futures,ZW-MZW,ZW ,AE,"Yes, Note 1",0.0050,$2.50,K,100%,1,100,40%,60%,1,Leveling,2.5,1.5,2.5,15.0,No,"2,500",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Wheat Futures,ZW-ZC,ZW ,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE-ZW,KB,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",111,1,70,340,0.1000
Exchange Partners,Futures,CBOT/MGEX,Hard Red Spring Wheat Futures,MWE-ZW,MB,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",118,1,70,460,0.1000
Agriculture ,Futures,CBOT,Mini-sized Wheat Futures,XW,XW,Outright,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,Leveling,0.09750,0.05000,0.09750,0.30000,No,"1,000",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized Wheat Futures,XW-XW,XW,SP,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,FIFO,0.09750,0.05000,0.09750,0.30000,No,"2,500",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized Wheat Futures,XW:BF,XW,BF,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,Leveling,0.04000,0.02000,0.04000,0.30000,No,"2,500",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Micro Wheat Futures,MZW,ZW ,Outright,"Yes, Note 1",0.0050,$2.50,K,100%,1,100,40%,60%,1,Leveling,10.0,5.0,10.0,30.0,No,"1,999",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Micro Wheat Futures,MZW-MZW,ZW ,SP,"Yes, Note 1",0.0050,$2.50,K,100%,1,100,40%,60%,1,FIFO,2.5,1.5,2.5,15.0,No,"2,500",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Chicago SRW Wheat vs European Milling Wheat Spread Futures Contract & Spreads,CWD,ZW ,Outright,"Yes, Note 1",0.25,$12.50,F,100%,1,100,40%,60%,1,Leveling,600,300,600,900,No,"1,999",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Chicago SRW Wheat vs European Milling Wheat Spread Futures Contract & Spreads,CWD,ZW ,SP,"Yes, Note 1",0.25,$12.50,F,100%,1,100,40%,60%,1,FIFO,300,150,300,450,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Chicago SRW Wheat TAS,ZWT,TW,Outright,No,0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0200,0.0100,,,No,"1,999",111,1,70,340,0.0000
Agriculture ,Futures,CBOT,Chicago SRW Wheat TAS,ZWT-ZWT,TW,EC,No,0.0025,$12.50,K,100%,1,100,40%,60%,1,FIFO,0.0200,0.0100,,,No,"1,999",111,1,70,340,0.0000
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE,KE,Outright,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 400 ,40%,60%,1,FIFO,0.0975,0.0500,0.0975,0.3000,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE-KE,KE,SP,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 600 ,40%,60%,1,FIFO,0.0975,0.0500,0.0975,0.1500,No,"2,500",111,1,70,340,0.0500
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE:BF,KE,BF,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 50 ,40%,60%,1,FIFO,0.0400,0.0200,0.0400,0.1200,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE:CF,KE,CF,No,0.0025,$12.50,K,100%, 1 , 50 ,40%,60%,1,FIFO,0.0250,0.0075,0.0250,0.0750,No,"2,500",111,1,70,340,0.0125
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE-ZC,KE,IS,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 100 ,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,KC Hard Red Winter (HRW) Wheat Futures,KE-ZW,KB,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",111,1,70,340,0.1000
Exchange Partners,Futures,CBOT/MGEX,Hard Red Spring Wheat Futures,MWE-KE,MK,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",118,1,70,460,0.1000
Agriculture ,Futures,CBOT,Hard Red Spring Wheat Futures,HRS,KE,Outright,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 400 ,40%,60%,1,FIFO,0.0975,0.0500,0.0975,0.3000,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Hard Red Spring Wheat Futures,HRS-HRS,KE,SP,"Yes, Note 1",0.0025,$12.50,K,100%, 1 , 600 ,40%,60%,1,FIFO,0.0975,0.0500,0.0975,0.1500,No,"2,500",111,1,70,340,0.0500
Agriculture ,Futures,CBOT,Hard Red Spring Wheat Futures,HRS-KW,KB,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",111,1,70,340,0.1000
Exchange Partners,Futures,CBOT/MGEX,Hard Red Spring Wheat Futures,HRS-ZW,MK,IS,"Yes, Note 1",0.0025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0975,0.0500,0.0975,0.3000,No,"2,500",118,1,70,460,0.1000
Agriculture ,Futures,CBOT,KC HRW Wheat vs European Milling Wheat Spread Futures Contract & Spreads,KWD,KE,Outright,"Yes, Note 1",0.25,$12.50,F,100%, 1 , 50 ,40%,60%,1,FIFO,600,300,600,900,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,KC HRW Wheat vs European Milling Wheat Spread Futures Contract & Spreads,KWD-KWD,KE,SP,"Yes, Note 1",0.25,$12.50,F,100%, 1 , 50 ,40%,60%,1,FIFO,300,150,300,450,No,"2,500",111,1,70,340,0.0500
Agriculture ,Futures,CBOT,KC HRW Wheat TAS,KET,TW,Outright,No,0.0025,$12.50,K,100%, 1 , 100 ,40%,60%,1,FIFO,0.0200,0.0100,,,No,"1,000",111,1,70,340,0.0000
Agriculture ,Futures,CBOT,KC HRW Wheat TAS,KET-KET,TW,EC,No,0.0025,$12.50,K,100%, 1 , 100 ,40%,60%,1,FIFO,0.0200,0.0100,,,No,"1,000",111,1,70,340,0.0000
Agriculture ,Futures,CBOT,Mini-sized KC Hard Red Winter (HRW) Wheat Futures,MKC,MH,Outright,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,Leveling,0.09750,0.05000,0.09750,0.40000,No,"1,000",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Mini-sized KC Hard Red Winter (HRW) Wheat Futures,MKC-MKC,MH,SP,"Yes, Note 1",0.00125,$1.25,K,100%,1,100,40%,60%,1,FIFO,0.09750,0.05000,0.09750,0.40000,No,"2,500",111,1,70,340,0.10000
Agriculture ,Futures,CBOT,Australian Wheat FOB (Platts) Futures,AUW,AH,Outright,"Yes, Note 1",0.25,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.0500,0.0250,0.0500,0.1500,No,"1,999",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,FOB Santos Soybeans Financially Settled (Platts) Futures,SAS,AS,Outright,"Yes, Note 1",0.25,$12.50,K,100%,1,100,40%,,1,Leveling,3.60,1.80,3.60,10.80,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,FOB Santos Soybeans Financially Settled (Platts) Futures,SAS-SAS,AS,Outright,"Yes, Note 1",0.25,$12.50,K,100%,1,100,40%,,1,Leveling,1.00,0.60,1.00,2.80,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,European FOB Dutch Mill Rapeseed Oil (Argus) Futures,RSO,CR,Outright,"Yes, Note 1",0.50,10 Euro,K,100%, 1 , 400 ,40%,60%,1,FIFO,2000,1000,2000,6000,No,"1,000",111,1,70,340,0.1000
Agriculture ,Futures,CBOT,Livestock (CME),,,,,,,,, ,,,,,,,,,,,,,,,,
Agriculture ,Futures,CBOT,Feeder Cattle Futures,GF,GF,Outright,"Yes, Note 1",0.00025,$12.50,K,,,,100%,,,,0.00975 ,0.00500,0.00975 ,0.02000 ,No,500,13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Feeder Cattle Futures,GF-GF,GF,SP,"Yes, Note 1",0.00025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01250 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Feeder Cattle Futures,GF:BF,GF,BF,"Yes, Note 1",0.00025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01250 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Feeder Cattle TAS,GFT,TH,Outright,No,0.00025,$12.50,F,,,,100%,,,,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Feeder Cattle TAS,GFT-GFT,TH,EC,No,0.00025,$12.50,K,100%,1,100,40%,60%,1,Leveling,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Lean Hog Futures,HE,HE,Outright,"Yes, Note 1",0.00025,$10.00,K,,,,100%,,,,0.00975 ,0.00500,0.00975 ,0.02000 ,No,500,13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Lean Hog Futures,HE-HE,HE,SP,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.03000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Lean Hog Futures,HE:BF,HE,BF,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.03000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Lean Hog Futures,LE-HE,HE,IS,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Lean Hogs TAS,HET,TH,Outright,No,0.00025,$10.00,F,,,,100%,,,,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Lean Hogs TAS,HET-HET,TH,EC,No,0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Live Cattle Futures,LE,LE,Outright,"Yes, Note 1",0.00025,$10.00,K,,,,100%,,,,0.00975 ,0.00500,0.00975 ,0.02000 ,No,500,13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Live Cattle Futures,LE-LE,LE,SP,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Live Cattle Futures,LE:BF,LE,BF,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Live Cattle TAS,LET,TH,Outright,No,0.00025,$10.00,F,,,,100%,,,,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Live Cattle TAS,LET-LET,TH,EC,No,0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00200 ,0.00100,,,No,500,13,1,70,316,0.00000
Agriculture ,Futures,CBOT,Pork Cutout Futures,PRK,PF,Outright,"Yes, Note 1",0.00025,$10.00,F,,,,100%,,,,0.00975 ,0.00500,0.00975 ,0.02000 ,No,500,13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Pork Cutout Futures,PRK-PRK,PF,SP,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.03000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Pork Cutout Futures,PRK:BF,PF,BF,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.03000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Pork Cutout Futures,PRK-HE,PF,IS,"Yes, Note 1",0.00025,$10.00,K,100%,1,100,40%,60%,1,Leveling,0.00975 ,0.00500,0.00975 ,0.01000 ,No,"1,000",13,1,70,316,0.01000
Agriculture ,Futures,CBOT,Dairy (CME),,,,,,,,,,,,,,,,,,,,,,,,,
